id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
4825,"Wijziging van een aantal wettelijke bepalingen op het terrein van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties en enige aanverwante terreinen, teneinde enkele wetstechnische gebreken te herstellen alsmede andere wijzigingen van ondergeschikte aard aan te brengen (reparatie BZK-wetgeving 2003)",0,29008,25/08/2003,20,2000,2003,20,2000,gewoon wetsvoorstel,0,0,0,,0,0
4826,Wijz. Wet privatisering ABP in verband met beëindiging van het zijn van overheidswerknemer in dienst van SLOA-instellingen,0,29009,25/08/2003,5,509,2003,5,503,gewoon wetsvoorstel,0,0,0,,0,0
4827,Wijziging van een aantal wetten op het terrein van de scheepvaart in verband met de reorganisatie van de inspectiefunctie binnen het Ministerie van Verkeer en Waterstaat,0,29011,26/08/2003,10,1007,2003,10,1007,gewoon wetsvoorstel,0,0,0,,0,0
4828,Wijziging van de Schepenwet en de Wet behoud scheepsruimte 1939 in verband met de instelling van de Inspectie Verkeer en Waterstaat,0,29010,26/08/2003,10,1007,2003,10,1007,gewoon wetsvoorstel,0,0,0,,0,0
4829,Intrekking van de Rompwet instellingen van weldadigheid,0,29013,27/08/2003,13,1302,2003,13,1302,gewoon wetsvoorstel,0,0,0,,0,0
4830,Wijziging van de Provinciewet en de Gemeentewet in verband met een aanpassing van de procedure tot benoeming van de commissaris van de Koning en de burgemeester,0,29012,27/08/2003,20,2005,2003,20,2005,gewoon wetsvoorstel,0,0,0,,2,0
4831,Aanpassing van de Vreemdelingenwet 2000 aan richtlijn 2001/51/EG van de Raad van de Europese Unie van 28 juni 2001 tot aanvulling van het bepaalde in artikel 26 van de Overeenkomst ter uitvoering van het Akkoord van Schengen van 14 juni 1985,0,29016,28/08/2003,5,529,2003,5,529,gewoon wetsvoorstel,1,1,6,,0,0
4832,Intrekking van de Remigratiewet (Wet intrekking remigratiewet),0,29020,01/09/2003,2,230,2003,9,900,gewoon wetsvoorstel,0,0,0,,0,0
4833,"Wijziging van de Wet op het primair onderwijs, de Wet op de expertisecentra en de Wet op het voortgezet onderwijs, onder meer in verband met de beëindiging van de bekostiging van het onderwijs in allochtone levende talen",0,29019,01/09/2003,6,603,2003,6,603,gewoon wetsvoorstel,0,0,0,,1,2
4834,"Wijziging van de Wet geluidhinder, de Wet luchtvaart en de Spoorwegwet in verband met de implementatie van richtlijn nr. 2002/49/EG van het Europees Parlement en de Raad van de Europese Unie van 25 juni 2002 inzake de evaluatie en de beheersing van omgevingslawaai, PbEG L 189 (geluidsbelastingkaarten en actieplannen)",0,29021,02/09/2003,7,705,2003,7,705,gewoon wetsvoorstel,1,1,8,,0,0
4835,Wijziging van belastingwetten c.a. (Technische herstelwet 2003),0,29026,04/09/2003,1,107,2003,1,107,gewoon wetsvoorstel,0,0,0,,2,0
4836,Wijziging Wetboek van Strafrecht in verband met de bestrijding van fraude en vervalsing in verband met andere betaalmiddelen dan contanten (fraude niet-chartaal geldverkeer),0,29025,04/09/2003,12,1202,2003,12,1202,gewoon wetsvoorstel,1,0,1,,0,0
4837,"Goedkeuring van de op 21 december 2001 te Genève totstandgekomen wijziging van artikel 1 van het op 10 oktober 1980 te Genève totstandgekomen Verdrag inzake het verbod of de beperking van het gebruik van bepaalde conventionele wapens die geacht kunnen worden buitensporig leed te veroorzaken of een niet-onderscheidende werking te hebben (Trb. 2002, 169)",0,29024,04/09/2003,16,1605,2003,16,1605,goedkeuring verdrag,0,3,0,,0,0
4838,Wijziging van de Mediawet met het oog op verbetering van de openheid en continuïteit van de landelijke publieke omroep,0,29030,05/09/2003,17,1707,2003,17,1707,gewoon wetsvoorstel,0,0,0,,0,0
4839,Regeling van de inwerkingtreding van het Legkippenbesluit 2003,0,28968,05/09/2003,4,406,2003,4,405,gewoon wetsvoorstel,0,0,0,,1,2
4840,Wijziging van de Mediawet in verband met verlaging van de rijksomroepbijdrage,0,29032,08/09/2003,17,1707,2003,17,1707,gewoon wetsvoorstel,0,0,0,,0,0
4841,Wijziging van de Vreemdelingenwet 2000 ter implementatie van richtlijn nr. 2001/55/EG van de Raad van 20 juli 2001 betreffende minimumnormen voor het verlenen van tijdelijke bescherming in geval van massale toestroom van ontheemden en maatregelen ter bevordering van een evenwicht tussen de inspanning van de lidstaten voor de opvang en het dragen van de consequentie van de opvang van deze personen (PbEG L 212),0,29031,08/09/2003,2,230,2003,9,900,gewoon wetsvoorstel,1,0,4,,4,1
4842,Wijziging van enkele belastingwetten c.a. (Overige fiscale maatregelen 2004),0,29035,09/09/2003,1,107,2003,1,107,gewoon wetsvoorstel,0,0,0,,3,0
4843,Wijziging van enkele belastingwetten in verband met de implementatie van Richtlijn 2003/49/EG van de Raad van de Europese Unie van 3 juni 2003 betreffende de gemeenschappelijke belastingregeling inzake uitkering van interest en royalty's tussen verbonden ondernemingen van verschillende lidstaten,0,29034,09/09/2003,1,107,2003,1,107,gewoon wetsvoorstel,1,1,6,,0,0
4844,"Wijziging van de Wet op de omzetbelasting 1986 met het oog op de vereenvoudiging, modernisering en harmonisering van de ter zake van de facturering geldende voorwaarden op het gebied van de belasting over de toegevoegde waarde (richtlijn facturering)",0,29036,10/09/2003,1,107,2003,1,107,gewoon wetsvoorstel,1,1,6,,0,1
4845,Implementatie van het kaderbesluit van de Raad van de Europese Unie betreffende het Europees aanhoudingsbevel en de procedures van overlevering tussen de lidstaten van de Europese Unie (Overleveringswet),0,29042,12/09/2003,19,1929,2003,19,1929,gewoon wetsvoorstel,1,1,6,"(2002/584/JBZ),",12,7
4846,Het toezicht op trustkantoren (Wet toezicht trustkantoren),0,29041,12/09/2003,15,1518,2003,15,1500,gewoon wetsvoorstel,0,0,0,,0,0
4847,Voorstel van wet van de leden Ten Hoopen en Hessels tot het stellen van regels omtrent de levering van warmte aan kleinverbruikers (Warmtewet),1,29048,NA,8,807,2003,8,807,gewoon wetsvoorstel,0,0,0,,19,0
4848,Wijziging van de Wet op de dierproeven,0,29047,15/09/2003,4,406,2003,4,405,gewoon wetsvoorstel,1,0,3,,0,0
4849,"Wijziging van enkele wetten op het beleidsterrein van het Ministerie van Onderwijs, Cultuur en Wetenschap in verband met het herstellen van wetstechnische gebreken en leemten",0,29046,15/09/2003,6,600,2003,6,600,gewoon wetsvoorstel,0,0,0,,0,0
4850,"Vaststelling van de begrotingsstaat van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2004",0,29200 VIII,,,,2003,,,begroting,,,,,19,55
4851,"Vaststelling van de begrotingsstaten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 2004",0,29200 XI,,,,2003,,,begroting,,,,,8,43
4852,Vaststelling van de begrotingsstaten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2004,0,29200 XV,,,,2003,,,begroting,,,,,11,33
4853,Vaststelling van de begrotingsstaat van het Ministerie van Economische Zaken (XIII) voor het jaar 2004,0,29200 XIII,,,,2003,,,begroting,,,,,1,13
4854,"Vaststelling van de begrotingsstaat van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2004",0,29200 XVI,,,,2003,,,begroting,,,,,35,106
4855,Vaststelling van de begrotingsstaat van het Ministerie van Justitie (VI) voor het jaar 2004,0,29200 VI,,,,2003,,,begroting,,,,,22,66
4856,Wijziging Wet belastingen op milieugrondslag en Wet op de accijns (implementatie richtlijn Energiebelastingen),0,29207,16/09/2003,8,800,2003,8,800,gewoon wetsvoorstel,1,1,4,,1,1
4857,Vaststelling van de begrotingsstaat van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 2004,0,29200 XII,,,,2003,,,begroting,,,,,7,63
4858,Wijziging van enkele belastingwetten c.a. (Belastingplan 2004),0,29210,16/09/2003,1,107,2003,1,107,gewoon wetsvoorstel,0,0,0,,45,10
4859,Vaststelling van de begrotingsstaat van het Ministerie van Algemene Zaken (III) voor het jaar 2004,0,29200 III,,,,2003,,,begroting,,,,,1,5
4860,"Wijziging van de Wet inkomstenbelasting 2001, ter zake van het bevorderen van de financiering van de eigen woning met eigen middelen (materiële implementatie initiatiefwetsvoorstel Hillen)",0,29209,16/09/2003,14,1411,2003,14,1401,gewoon wetsvoorstel,0,0,0,,1,0
4861,Vaststelling van de begrotingsstaat van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 2004,0,29200 VII,,,,2003,,,begroting,,,,,5,18
4862,"Vaststelling van de begrotingsstaat van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) voor het jaar 2004",0,29200 XIV,,,,2003,,,begroting,,,,,7,21
4863,Vaststelling van de begrotingsstaat van het Ministerie van Defensie (X) voor het jaar 2004,0,29200 X,,,,2003,,,begroting,,,,,3,31
4864,Wijziging van de Wet educatie en beroepsonderwijs en de Wet op het onderwijstoezicht met het oog op verbetering van de kwaliteit van examens van beroepsopleidingen,0,29205,16/09/2003,6,604,2003,6,604,gewoon wetsvoorstel,0,0,0,,0,0
4865,"Wijziging van de Wet inkomstenbelasting 2001, de Wet op de loonbelasting 1964 en enkele sociale zekerheidswetten c.a. (Levensloopregeling)",0,29208,16/09/2003,5,503,2003,5,503,gewoon wetsvoorstel,0,0,0,,0,0
4866,"Vaststelling van de begrotingsstaten van de hoge colleges van staat, kabinet der Koningin, kabinet van de Gouverneur van de Nederlandse Antillen en het kabinet van de Gouverneur van Aruba (II) voor het jaar 2004",0,29200 II,,,,2003,,,begroting,,,,,1,0
4867,Vaststelling van de begrotingsstaat van het Spaarfonds AOW voor het jaar 2004,0,29200 E,,,,2003,,,begroting,,,,,0,0
4868,Vaststelling van de begrotingsstaat van het BTW-compensatiefonds voor het jaar 2004,0,29200 G,,,,2003,,,begroting,,,,,0,0
4869,Vaststelling van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2004,0,29200 F,,,,2003,,,begroting,,,,,0,0
4870,Vaststelling van de begrotingsstaat van de Nationale Schuld (IXA) voor het jaar 2004,0,29200 IXA,,,,2003,,,begroting,,,,,1,0
4871,Vaststelling van de begrotingsstaat van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2004,0,29200 V,,,,2003,,,begroting,,,,,10,30
4872,Vaststelling van de begrotingsstaat van het Ministerie van Financiën (IXB) voor het jaar 2004,0,29200 IXB,,,,2003,,,begroting,,,,,2,4
4873,Vaststelling van de begrotingsstaat van het gemeentefonds voor het jaar 2004,0,29200 B,,,,2003,,,begroting,,,,,3,0
4874,Vaststelling van de begrotingsstaat van het Infrastructuurfonds voor het jaar 2004,0,29200 A,,,,2003,,,begroting,,,,,5,0
4875,Wijziging van de Wet op de internationale bijstandsverlening bij de heffing van belastingen en de Wet inkomstenbelasting 2001 (implementatie spaarrenterichtlijn),0,29206,16/09/2003,15,1501,2003,15,1501,gewoon wetsvoorstel,1,1,3,,1,0
4876,Vaststelling van de begrotingsstaat van het Huis der Koningin (I) voor het jaar 2004,0,29200 I,,,,2003,,,begroting,,,,,0,0
4877,Vaststelling van de begrotingsstaat van het provinciefonds voor het jaar 2004,0,29200 C,,,,2003,,,begroting,,,,,0,0
4878,Vaststelling van de begrotingsstaten van het Fonds economische structuurversterking voor het jaar 2004,0,29200 D,,,,2003,,,begroting,,,,,0,0
4879,Wijziging van de Wet op het notarisambt (Reparatiewet Wet op het notarisambt),0,29212,17/09/2003,12,1299,2003,12,1299,gewoon wetsvoorstel,0,0,0,,0,0
4880,Herstel van wetstechnische gebreken en leemten alsmede aanbrenging van andere wijzigingen van ondergeschikte aard in diverse wetten op het terrein van het Ministerie van Justitie (Reparatiewet I Justitie),0,29217,23/09/2003,12,1200,2003,12,1200,gewoon wetsvoorstel,0,0,0,,0,0
4881,"Wijziging en aanvulling van de Wet op de identificatieplicht, het Wetboek van Strafrecht, de Algemene wet bestuursrecht, de Politiewet 1993 en enige andere wetten in verband met de invoering van een identificatieplicht van burgers ten opzichte van ambtenaren van politie aangesteld voor de uitvoering van de politietaak en van toezichthouders (Wet op de uitgebreide identificatieplicht)",0,29218,24/09/2003,2,208,2003,2,208,gewoon wetsvoorstel,0,0,0,,6,5
4882,"Wijziging van de Vreemdelingenwet 2000, houdende verlenging van de tijdelijkheid van de verblijfsvergunning asiel voor bepaalde tijd",0,29224,29/09/2003,2,230,2003,9,900,gewoon wetsvoorstel,0,0,0,,0,0
4883,"Wijziging van de Wet sociale werkvoorziening en de Wet structuur uitvoeringsorganisatie werk en inkomen met name in verband de overgang van de indicatiestelling voor de sociale werkvoorziening van de gemeenten naar de Centrale organisatie werk en inkomen en verruiming van de mogelijkheden tot begeleid werken in het kader van de Wet sociale werkvoorziening, alsmede een aanpassing van de Algemene wet bestuursrecht en de Beroepswet terzake",0,29225,29/09/2003,5,502,2003,5,502,gewoon wetsvoorstel,0,0,0,,2,4
4884,"Wijziging van diverse wetten op het terrein van VWS, teneinde enkele wetstechnische gebreken te herstellen of andere wijzigingen van ondergeschikte aard aan te brengen (Technische aanpassingen van VWS-wetgeving 2003)",0,29230,01/10/2003,3,300,2004,3,300,gewoon wetsvoorstel,0,0,0,,0,0
4885,Verlenging van de loondoorbetalingsverplichting van de werkgever bij ziekte (Wet verlenging loondoorbetalingsverplichting bij ziekte 2003),0,29231,02/10/2003,13,1304,2004,13,1304,gewoon wetsvoorstel,0,0,0,,7,2
4886,Wijziging van de Wet op het hoger onderwijs en wetenschappelijk onderzoek in verband met aanpassing van de regelgeving inzake de vestigingsplaats van een opleiding,0,29244,11/10/2003,6,601,2004,6,601,gewoon wetsvoorstel,0,0,0,,0,0
4887,"Wijziging van de Wet bevordering integriteitsbeoordeling door het openbaar bestuur, de Handelsregisterwet 1996, de Woningwet en de Wet politieregisters (Aanpassingswet Wet bevordering integriteitsbeoordelingen door het openbaar bestuur)",0,29243,11/10/2003,20,2099,2004,20,2099,gewoon wetsvoorstel,0,0,0,,0,0
4888,"Wijziging van het Wetboek van Strafvordering, het Wetboek van Strafrecht en de Wet op de rechterlijke organisatie in verband met het horen van getuigen en enkele verwante onderwerpen",0,29254,20/10/2003,12,1210,2004,12,1210,gewoon wetsvoorstel,0,0,0,,1,0
4889,Wijziging van de Werkloosheidswet en de Wet structuur uitvoeringsorganisatie werk en inkomen in verband met de vervanging van fictief arbeidsverleden door feitelijk arbeidsverleden en de beperking van het verzorginsforfait,0,29249,20/10/2003,13,1307,2004,5,503,gewoon wetsvoorstel,0,0,0,,4,0
4890,Wijziging van het Wetboek van Strafvordering houdende enkele wijzigingen in de regeling van voorlopige hechtenis,0,29253,20/10/2003,12,1210,2004,12,1210,gewoon wetsvoorstel,0,0,0,,3,0
4891,"Wijziging van de Wet op de rechterlijke organisatie, de Algemene wet inzake rijksbelastingen en enige andere wetten in verband met de invoering van beroep bij de rechtbank, alsmede van hoger beroep bij het gerechtshof, in belastingzaken (Wet belastingrechtspraak in twee feitelijke instanties)",0,29251,20/10/2003,12,1204,2004,12,1204,gewoon wetsvoorstel,0,0,0,,1,0
4892,Wijziging van het Wetboek van strafvordering strekkende tot aanpassing van de eisen te stellen aan de motivering van de bewezenverklaring bij een bekennende verdachte,0,29255,20/10/2003,12,1210,2004,12,1210,gewoon wetsvoorstel,0,0,0,,1,0
4893,Wijziging van de Wet op het primair onderwijs en de Wet op de expertisecentra in verband met de decentralistatie van arbeidsvoorwaarden,0,29256,20/10/2003,6,602,2004,6,602,gewoon wetsvoorstel,0,0,0,,0,0
4894,Wijziging van het Wetboek van Strafvordering in verband met inbeslagneming en doorzoeking door de rechter-commissaris,0,29252,20/10/2003,12,1201,2004,12,1201,gewoon wetsvoorstel,0,0,0,,0,1
4895,Wijziging van de Wet verzelfstandiging Informatiseringsbank in verband met de evaluatie van die wet,0,29250,20/10/2003,6,601,2004,6,601,gewoon wetsvoorstel,0,0,0,,0,0
4896,Wijziging van de Wet privatisering ABP in verband met de nadere normering van de indexatie van op 31 december 1995 ingegane pensioenen en reeds bestaande uitzichten op pensioen,0,29257,20/10/2003,5,509,2004,5,503,gewoon wetsvoorstel,0,0,0,EG nr. 1/2003,0,1
4897,"Wijziging van de wijze van aanpassing van de kinderbijslag, de wet van 22 december 1994 tot nadere wijziging van de Algemene Kinderbijslagwet, de Ziekenfondswet en de Algemene Wet Bijzondere Ziektekosten (Stb. 957) en de Algemene Kinderbijslagwet in verband met andere wijze van aanpassing van kinderbijslagbedragen",0,29258,20/10/2003,13,1309,2004,13,1308,gewoon wetsvoorstel,0,0,0,,2,5
4898,Wijziging van de monumentenwet 1988 en enkele andere wetten ten behoeve van de archeologische monumentenzorg mede in verband met de implementatie van het Verdrag van Valletta (Wet op de archeologische monumentenzorg),0,29259,21/10/2003,21,2101,2004,21,2101,gewoon wetsvoorstel,0,0,0,,7,5
4899,Wijziging van de Werkloosheidswet in verband met afschaffing van de vervolguitkering,0,29268,21/10/2003,13,1307,2004,5,503,gewoon wetsvoorstel,0,0,0,,4,3
4900,Wijziging van de Mededingingswet en van enige andere wetten in verband met de implementatie van EG-verordening 1/2003,0,29276,29/10/2003,15,1520,2004,15,1520,gewoon wetsvoorstel,1,1,3,,5,1
4901,Wijziging van hoofdstuk 18 van de Wet milieubeheer (Handhavingsstructuur),0,29285,10/11/2003,7,700,2004,7,700,gewoon wetsvoorstel,0,0,0,2001/17/EG,3,1
4902,Wijziging van de Wet op de arbeidsongeschiktheidsverzekering in verband met de invoering van de branchegewijze premiedifferentiatie voor kleine werkgevers,0,29292,12/11/2003,13,1304,2004,13,1304,gewoon wetsvoorstel,0,0,0,,0,0
4903,Uitvoering van internationale regelgeving ter bestrijding van mensensmokkel en mensenhandel,0,29291,12/11/2003,12,1212,2004,12,1210,gewoon wetsvoorstel,1,3,1,2001/86/EG,4,0
4904,Uitvoering van richtlijn nr. 2001/86/EG van de Raad van de Europese Unie van 8 oktober 2001 tot aanvulling van het statuut van de Europese vennootschap met betrekking tot de rol van de werknemers (Wet rol werknemers bij de Europese vennootschap),0,29298,14/11/2003,15,1510,2004,15,1599,gewoon wetsvoorstel,1,1,6,EG nr. 2157/2001,2,1
4905,Wijziging van de Drank- en Horecawet in verband met de introductie van de bestuurlijke boete,0,29299,14/11/2003,3,342,2004,3,342,gewoon wetsvoorstel,0,0,0,,0,2
4906,Wijziging van de Wet toezicht verzekeringsbedrijf 1993 en van de Faillissementswet in verband met de uitvoering van richtlijn nr. 2001/17/EG van het Europees Parlement en de Raad van de Europese Unie van 19 maart 2001 betreffende de sanering en de liquidatie van verzekeringsondernemingen (PbEG L 110),0,29297,14/11/2003,15,1505,2004,15,1505,gewoon wetsvoorstel,1,1,8,,0,0
4907,Wijziging van de Elektriciteitswet 1998 en de Gaswet (verlenging termijn waarbinnen een afnemer wordt beschouwd als beschermde afnemer in de zin van de Gaswet en de Elektriciteitswet 1998),0,29303,18/11/2003,8,800,2004,8,800,gewoon wetsvoorstel,0,0,0,,0,1
4908,"Wijziging van de Algemene wet gelijke behandeling en enkele andere wetten naar aanleiding van onderdelen van de evaluatie van de Algemene wet gelijke behandeling, de Wet gelijke behandeling van mannen en vrouwen en artikel 646 van Boek 7 van het Burgerlijk Wetboek (Evaluatiewet Awgb)",0,29311,21/11/2003,2,200,2004,2,200,gewoon wetsvoorstel,0,0,0,,1,0
4909,"Aanpassing van de Gemeentewet, de Provinciewet en enkele andere wetten in verband met de dualisering van het gemeente- en het provinciebestuur",0,29310,21/11/2003,20,2017,2004,20,2011,gewoon wetsvoorstel,0,0,0,EG nr. 178/2002,0,0
4910,Uitvoering van de verordening (EG) Nr. 2157/2001 van de Raad van de Europese Unie van 8 oktober 2001 betreffende het statuut van de Europese vennootschap (SE) (Uitvoeringswet verordening Europese vennootschap),0,29309,21/11/2003,15,1518,2004,15,1500,gewoon wetsvoorstel,1,1,4,,5,0
4911,Wijziging van de begrotingsstaat van Nationale Schuld (IXA) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29319,,,,2003,,,begroting,,,,,0,0
4912,Wijziging van de begrotingsstaat van het ministerie van Financiën (IXB) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29320,,,,2003,,,begroting,,,,,0,0
4913,Wijziging van de begrotingsstaat van het Ministerie van Defensie (X) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29321,,,,2003,,,begroting,,,,,0,0
4914,"Wijziging van de begrotingsstaat van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota)",0,29322,,,,2003,,,begroting,,,,,0,0
4915,Aanpassing van bijzondere wetten aan de Wet dualisering provinciebestuur (Wet dualisering provinciale medebewindsbevoegdheden),0,29316,25/11/2003,20,2017,2004,20,2011,gewoon wetsvoorstel,0,0,0,,0,0
4916,"Wijziging van de Warenwet, de Bestrijdingsmiddelenwet 1962, de Diergeneesmiddelenwet en de Wet op de economische delicten, teneinde deze af te stemmen op verordening (EG) nr. 178/2002",0,29317,25/11/2003,4,403,2004,4,403,gewoon wetsvoorstel,1,1,3,,0,0
4917,"Wijziging van het begrotingsstaat van het Ministerie van Landbouw, Natuurbeheer en Visserij (XIV) voor het jaar 2003 (wijziging samenhangende met Najaarsnota)",0,29329,,,,2003,,,begroting,,,,,0,0
4918,Wijziging van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2003 (wijziging samenhangende met de Voorjaarsnota),0,29330,,,,2003,,,begroting,,,,,0,0
4919,Wijziging van de begrotingsstaat van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29331,,,,2003,,,begroting,,,,,0,0
4920,Wijziging van de begrotingsstaat van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29328,,,,2003,,,begroting,,,,,0,0
4921,Wijziging van de begrotingsstaat van het Ministerie van Algemene Zaken (III) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29327,,,,2003,,,begroting,,,,,0,0
4922,Wijziging van de begrotingsstaat van het Ministerie van Justitie (VI) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29333,,,,2003,,,begroting,,,,,4,0
4923,Wijziging van de begrotingsstaat van het BTW-compensatiefonds voor het jaar 2003 (Wijziging samenhangende met de Najaarsnota),0,29343,,,,2003,,,begroting,,,,,0,0
4924,Wijziging van de begrotingsstaat van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29334,,,,2003,,,begroting,,,,,0,0
4925,Wijziging van de begrotingsstaat van het provinciefonds voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29342,,,,2003,,,begroting,,,,,0,0
4926,Wijziging van de begrotingsstaat van het gemeentefonds voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29341,,,,2003,,,begroting,,,,,1,0
4927,Wijziging van de begrotingsstaat van het Infrastructuurfonds voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29335,,,,2003,,,begroting,,,,,0,0
4928,"Wijziging van de begrotingsstaat van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota)",0,29340,,,,2003,,,begroting,,,,,0,0
4929,"Wijziging van de begrotingsstaat van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota)",0,29336,,,,2003,,,begroting,,,,,5,1
4930,Wijziging van de begrotingsstaat van het Ministerie van Economische Zaken (XIII) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29339,,,,2003,,,begroting,,,,,1,0
4931,Wijziging van de begrotingsstaat van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29347,,,,2003,,,begroting,,,,,1,0
4932,Wijziging van de begrotingsstaat van Koninkrijksrelaties (IV) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29346,,,,2003,,,begroting,,,,,0,0
4933,"Wijziging van de begrotingsstaat van de hoge colleges van staat, het kabinet der Koningin, het kabinet van de Gouverneur van de Nederlandse Antillen en het kabinet van de Gouverneur van Aruba (II) voor het jaar 2003 (wijziging samenhangende met de Najaarsnota)",0,29345,,,,2003,,,begroting,,,,,1,1
4934,"Wijziging van de Wet toezicht effectenverkeer 1995, de Wet toezicht kredietwezen 1992, de Wet toezicht natura-uitvaartverzekeringsbedrijf en de Wet toezicht verzekeringsbedrijf 1993 in verband met de vereenvoudiging van het stelsel van de verklaring van geen bezwaar en enkele andere noodzakelijke aanpassingen",0,29348,29/11/2003,15,1504,2004,15,1504,gewoon wetsvoorstel,0,0,0,,0,0
4935,Wijziging van de begrotingsstaat van het Fonds economische structuurversterking voor het jaar 2003 (wijziging samenhangende met de Najaarsnota),0,29351,,,,2003,,,begroting,,,,,0,0
4936,"Wijziging van de Gezondheids- en welzijnswet voor dieren in verband met de intrekking van het kortingensysteem van artikel 86, tweede lid",0,29354,03/12/2003,4,405,2004,4,405,gewoon wetsvoorstel,0,0,0,,0,0
4937,"Wijziging van enige bepalingen van Boek 1 van het Burgerlijk Wetboek met betrekking tot het geregistreerd partnerschap, de geslachtsnaam en het verkrijgen van gezamenlijk gezag",0,29353,03/12/2003,12,1214,2004,12,1208,gewoon wetsvoorstel,0,0,0,,5,0
4938,Regels in verband met de deelname van onderdanen van nieuwe lid-staten van de Europese Unie aan de verkiezing van leden van het Europees Parlement op 10 juni 2004 (Tijdelijke spoedwet verkiezingen Europees Parlement 2004),0,29360,08/12/2003,19,1910,2004,19,1910,gewoon wetsvoorstel,1,1,5,,0,0
4939,Vaststelling van een nieuwe Geneesmiddelenwet,0,29359,08/12/2003,3,321,2004,3,321,gewoon wetsvoorstel,0,0,0,2002/14/EG,51,8
4940,Wijziging van de Wet bijzondere opnemingen in psychiatrische ziekenhuizen in verband met het verbeteren van enkele onvolkomenheden in de regels over de voorwaardelijke machtiging en en de observatiemachtiging,0,29363,09/12/2003,3,333,2004,3,333,gewoon wetsvoorstel,0,0,0,,1,0
4941,Wijziging van de Wet op de ondernemingsraden ter uitvoering van richtlijn nr. 2002/14/EG,0,29364,09/12/2003,15,1510,2004,15,1599,gewoon wetsvoorstel,1,1,7,,1,0
4942,Wijziging van de Arbeidstijdenwet en de Wegenverkeerswet 1994 in verband met de invoering van het digitale controleapparaat,0,29366,10/12/2003,15,1599,2004,15,1599,gewoon wetsvoorstel,1,0,10,2003/54/EG,0,1
4943,Wijziging van de Wet op de inkomstenbelasting 2001 mede naar aanleiding van het Belastingplan 2004,0,29367,10/12/2003,3,300,2004,3,300,gewoon wetsvoorstel,0,0,0,,4,2
4944,Wijziging van de Wet educatie en beroepsonderwijs en de Wet op de ondernemingsraden in verband met de modernisering van de medezeggenschapsstructuur in de educatie en het beroepsonderwijs en de versterking van de positie van deelnemers (modernisering medezeggenschap educatie en beroepsonderwijs),0,29371,12/12/2003,6,604,2004,6,604,gewoon wetsvoorstel,0,0,0,,0,0
4945,Voorstel van wet van de leden Vos en Stuurman betreffende het wijzigen van de wet Stimulering evenredige arbeidsdeelname minderheden (Wet verlenging Wet SAMEN),1,29275,NA,5,529,2003,5,529,gewoon wetsvoorstel,0,0,0,,0,0
